Fracture of skull - involving nasal cavity,"Musculoskeletal system finding, Respiratory system finding, Head and neck finding"
Fracture of skull - involving paranasal sinus,"Musculoskeletal system finding, Respiratory system finding, Head and neck finding"
Fracture of skull - maxillary bone,"Musculoskeletal system finding, Head and neck finding"
Fracture of skull - occipital bone,"Musculoskeletal system finding, Head and neck finding"
Fracture of skull - periorbital,"Musculoskeletal system finding, Ophthalmology/vision finding, Head and neck finding"
Fracture of skull - premaxilla,"Musculoskeletal system finding, Head and neck finding"
Fracture of skull - temporal bone,"Musculoskeletal system finding, Head and neck finding"
Fracture of thoracic limb - base of ossified cartilage,"Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - carpal bone (unspecified), slab fracture","Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - carpal bone, third","Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - carpal bone, third - slab fracture","Musculoskeletal system finding, Limb finding"
Fracture of thoracic limb - chip fracture (bone chip)(site unspecified),"Musculoskeletal system finding, Limb finding"
Fracture of thoracic limb - chip fracture (bone chip) - carpal bone,"Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - metacarpal II (splint bone), distal","Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - metacarpal II (splint bone), proximal","Musculoskeletal system finding, Limb finding"
Fracture of thoracic limb - metacarpal III,"Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - metacarpal IV (splint bone), distal","Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - metacarpal IV (splint bone), proximal","Musculoskeletal system finding, Limb finding"
Fracture of thoracic limb - navicular (distal sesamoid) bone,"Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - phalanx, distal","Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - phalanx, middle","Musculoskeletal system finding, Limb finding"
"Fracture of thoracic limb - phalanx, proximal","Musculoskeletal system finding, Limb finding"
Fracture of thoracic limb - proximal sesamoid bone,"Musculoskeletal system finding, Limb finding"
Fracture of vertebral column - dorsal spinous process(es),"Musculoskeletal system finding, Spine (vertebral column) finding"
Hernia - scrotal,"Musculoskeletal system finding, Abdominal finding, Pelvic structure finding"
"Hernia, direct/false",Musculoskeletal system finding
"Hernia, incarcerated (irreducible)",Musculoskeletal system finding
"Hernia, indirect/true",Musculoskeletal system finding
"Hernia, reducible",Musculoskeletal system finding
"Hernia, strangulated",Musculoskeletal system finding
Hygroma - carpal,"Musculoskeletal system finding, Limb finding, Mass lesion/swelling finding"
Hyperkalaemic periodic paralysis (HYPP),"Musculoskeletal system finding, Hereditary disorder finding"
Hypomagnesaemic tetany,"Endocrine/Metabolic finding, Nervous system finding, Musculoskeletal system finding"
Impingement of dorsal spinous processes (Kissing spines),"Musculoskeletal system finding, Spine (vertebral column) finding"
Incomplete ossification (site unspecified),"Musculoskeletal system finding, Developmental disorder finding"
"Joint distension, marked: PIP joint","Musculoskeletal system finding, Limb finding"
"Joint distension, marked: DIP joint","Musculoskeletal system finding, Limb finding"
"Joint distension, marked: MCP joint","Musculoskeletal system finding, Limb finding"
"Joint distension, marked: MTP joint","Musculoskeletal system finding, Limb finding"
Joint effusion - distal interphalangeal joint,"Musculoskeletal system finding, Limb finding"
Joint effusion - metacarpophalangeal joint,"Musculoskeletal system finding, Limb finding"
Joint effusion - metatarsophalangeal joint,"Musculoskeletal system finding, Limb finding"
Joint effusion - stifle,"Musculoskeletal system finding, Limb finding"
Joint effusion - tarsocrural joint,"Musculoskeletal system finding, Limb finding"
Joint instability - atlantoaxial,"Musculoskeletal system finding, Spine (vertebral column) finding, Head and neck finding"
Joint luxation - metacarpophalangeal joint,"Musculoskeletal system finding, Limb finding"
Joint luxation - metatarsophalangeal joint,"Musculoskeletal system finding, Limb finding"
Joint luxation - proximal interphalangeal joint,"Musculoskeletal system finding, Limb finding"
Joint luxation - tarsus,"Musculoskeletal system finding, Limb finding"
"Joint luxation - vertebral, cervical (unspecified)","Musculoskeletal system finding, Spine (vertebral column) finding, Head and neck finding"
"Joint luxation - vertebral, Atlantoaxial","Musculoskeletal system finding, Spine (vertebral column) finding, Head and neck finding"
Joint subluxation - proximal interphalangeal joint,"Musculoskeletal system finding, Limb finding"
"Joint subluxation - proximal interphalangeal joint, dorsal","Musculoskeletal system finding, Limb finding"
"Joint subluxation - proximal interphalangeal joint, palmar","Musculoskeletal system finding, Limb finding"
"Joint subluxation - proximal interphalangeal joint, plantar","Musculoskeletal system finding, Limb finding"
"Joint subluxation - vertebral, cervical (unspecified)","Musculoskeletal system finding, Spine (vertebral column) finding, Head and neck finding"
Ligament injury - lateral collateral ligament of stifle,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Ligament injury - medial collateral ligament of stifle,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Ligament injury - medial palmar intercarpal ligament (MPICL),"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Ligament injury - patella ligament,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
"Limb deformity, developmental - distal physis of metacarpal III","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Limb deformity, developmental - distal physis of metatarsal III","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Limb deformity, developmental - tarsal varus","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Limb deformity, developmental - tarsal valgus","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Mass lesion - tendon sheath,"Musculoskeletal system finding, Connective tissue finding, Mass lesion/swelling finding"
Muscular dystrophy,"Musculoskeletal system finding, Hereditary disorder finding"
Myopathy (muscle disorder) - fibrotic,"Musculoskeletal system finding, Traumatic episode finding"
Myopathy (muscle disorder) - ischaemic,Musculoskeletal system finding
Myopathy (muscle disorder) - neurogenic,"Musculoskeletal system finding, Nervous system finding"
Myopathy (muscle disorder) - nutritional,"Musculoskeletal system finding, Nutritional finding"
Myopathy (muscle disorder) - ossifying,"Musculoskeletal system finding, Traumatic episode finding"
Myositis - eosinophilic,"Musculoskeletal system finding, Inflammatory disorder finding"
Myositis - parasitic,"Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding"
Myositis - traumatic,"Musculoskeletal system finding, Inflammatory disorder finding, Traumatic episode finding"
Navicular bursa abnormality (unspecified),"Musculoskeletal system finding, Limb finding"
Navicular bursa abnormality: marked distension,"Musculoskeletal system finding, Limb finding"
Navicular bursa abnormality: soft tissue proliferation,"Musculoskeletal system finding, Limb finding"
Navicular syndrome (navicular disease),"Musculoskeletal system finding, Limb finding"
Nutritional myodegeneration (White muscle disease),"Musculoskeletal system finding, Nutritional finding, Degenerative disorder finding"
Occipito-atlantoaxial malformation,"Musculoskeletal system finding, Congenital finding, Spine (vertebral column) finding, Head and neck finding"
Osseous cyst-like lesion (site unspecified),Musculoskeletal system finding
Osseous cyst-like lesion - carpus,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - distal phalanx,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - elbow,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - femoral condyle,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - metacarpal III,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - metatarsal III,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - middle phalanx,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - navicular bone,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - proximal phalanx,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - shoulder,"Musculoskeletal system finding, Limb finding"
Osseous cyst-like lesion - tarsus,"Musculoskeletal system finding, Limb finding"
Ossification of collateral cartilages of foot (Sidebone),"Musculoskeletal system finding, Limb finding"
Ossifying fibroma - mandible,"Connective tissue finding, Mass lesion/swelling finding, Musculoskeletal system finding, Head and neck finding"
Osteoarthritis - antebrachiocarpal joint,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - carpometacarpal joint,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - distal interphalangeal joint (Low ringbone),"Musculoskeletal system finding, Limb finding"
Osteoarthritis - middle carpal joint,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - proximal interphalangeal joint (High ringbone),"Musculoskeletal system finding, Limb finding"
Osteoarthritis - tarsometatarsal joint,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - tarsus (unspecified),"Musculoskeletal system finding, Limb finding"
Osteoarthritis - tarsus - bog spavin,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - tarsus - distal tarsal joint(s) (bone spavin),"Musculoskeletal system finding, Limb finding"
Osteoarthritis - tarsus - distal intertarsal joint,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - tarsus - proximal intertarsal joint,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - tarsus - talocalcaneal joint,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - tarsus - tarsocrural joint,"Musculoskeletal system finding, Limb finding"
Osteoarthritis - temporomandibular (TMJ),"Musculoskeletal system finding, Head and neck finding"
Osteoarthritis - vertebral column (site unspecified),"Musculoskeletal system finding, Spine (vertebral column) finding"
Osteochondritis dissecans (OCD) - foot,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - stifle (site unspecified),"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - stifle - lateral femoral trochlear ridge,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - stifle - medial femoral trochlear ridge,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - stifle - patella,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - stifle - trochlear groove,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - tarsus (site unspecified),"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - tarsus - distal tibial intermediate ridge,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - tarsus - lateral talus trochlear ridge,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - tarsus - medial malleolus,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondroma - carpus,"Musculoskeletal system finding, Mass lesion/swelling finding, Limb finding"
Osteochondroma - radius,"Musculoskeletal system finding, Mass lesion/swelling finding, Limb finding"
Osteochondrosis (site unspecified),"Musculoskeletal system finding, Developmental disorder finding"
Osteochondrosis - medial femoral condyle,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - metacarpophalangeal joint,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - proximal interphalangeal joint (High ringbone),"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - shoulder,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - stifle,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - tarsus (site unspecified),"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - tarsus - distal intermediate ridge of tibia,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - tarsus - lateral malleolus of distal tibia,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - tarsus - lateral trochlear ridge of talus,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - tarsus - medial malleolus of distal tibia,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondrosis - tarsus - medial trochlear ridge of talus,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteophytes (site unspecified),Musculoskeletal system finding
Osteophytes - temporomandibular (TMJ),"Musculoskeletal system finding, Head and neck finding"
Panosteitis,Musculoskeletal system finding
Patella disorder - continuous upward fixation,"Musculoskeletal system finding, Limb finding"
Patella disorder - intermittent upward fixation,"Musculoskeletal system finding, Limb finding"
Pedal osteitis,"Musculoskeletal system finding, Limb finding"
Physitis (site unspecified),"Musculoskeletal system finding, Inflammatory disorder finding"
Physitis - stifle,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Physitis - tarsus,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Post-anaesthetic myopathy,"Musculoskeletal system finding, Complication of medical care finding, Anaesthesia finding"
Prepubic tendon rupture,"Musculoskeletal system finding, Connective tissue finding, Abdominal finding, Traumatic episode finding"
Prepubic tendon rupture - pregnancy-related,"Reproductive system finding, Musculoskeletal system finding, Connective tissue finding, Abdominal finding, Traumatic episode finding"
"Rhabdomyolysis - exertional, recurrent",Musculoskeletal system finding
Rhabdomyosarcoma - tongue (lingual),"Musculoskeletal system finding, Connective tissue finding, Alimentary tract/Digestive system finding, Soft tissue finding, Mass lesion/swelling finding, Head and neck finding"
Rupture of ventral straight muscles (longus capitus mm) of head,"Musculoskeletal system finding, Traumatic episode finding, Head and neck finding"
Separate centre of ossification (site unspecified),"Musculoskeletal system finding, Developmental disorder finding"
Separate centre of ossification - distal phalanx,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Sesamoiditis (site unspecified),"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Sesamoiditis - fetlock,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Shivers,"Nervous system finding, Musculoskeletal system finding"
Shoulder dysplasia,"Musculoskeletal system finding, Limb finding, Developmental disorder finding"
Small colon herniation,"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Abdominal finding"
Small intestinal herniation (unspecified),"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Abdominal finding"
Small intestinal herniation - diaphragmatic hernia,"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Abdominal finding, Thoracic finding"
Small intestinal herniation - inguinal hernia,"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Abdominal finding, Pelvic structure finding"
Small intestinal herniation - umbilical hernia,"Musculoskeletal system finding, Alimentary tract/Digestive system finding, Abdominal finding"
Soft tissue swelling - carpus,"Soft tissue finding, Musculoskeletal system finding, Mass lesion/swelling finding, Limb finding"
Soft tissue swelling - elbow,"Soft tissue finding, Musculoskeletal system finding, Mass lesion/swelling finding, Limb finding"
Soft tissue swelling - shoulder,"Soft tissue finding, Musculoskeletal system finding, Mass lesion/swelling finding, Limb finding"
Spinal (vertebral column) disorder (unspecified),"Musculoskeletal system finding, Spine (vertebral column) finding"
Bone sequestrum - metacarpophalangeal joint (Fetlock),"Musculoskeletal system finding, Limb finding"
Bone sequestrum - metatarsophalangeal joint (Fetlock),"Musculoskeletal system finding, Limb finding"
"Osteoarthritis (osteoarthrosis (OA), degenerative joint disease (DJD))(unspecified)",Musculoskeletal system finding
"Trismus ("" lockjaw "")","Musculoskeletal system finding, Head and neck finding"
Supraspinatus calcifying (mineralised) tendinopathy,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Supraspinatus non-mineralised tendinopathy (supraspinatus tendinosis),"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Cutaneous asthenia (Ehlers-Danlos syndrome),"Haircoat/skin (+ appendages) finding, Musculoskeletal system finding, Hereditary disorder finding, Congenital disorder finding"
"Ligament injury ("" Sprain "")(unspecified)","Musculoskeletal system finding, Connective tissue finding"
Neuromyotonia / myokymia,"Nervous system finding, Musculoskeletal system finding"
"Canine epileptoid cramping syndrome ("" Spikes disease "")","Musculoskeletal system finding, Hereditary disorder finding"
"White dog shaker syndrome ("" Little white shakers ""/ idiopathic cerebellitis / steroid responsive tremor syndrome )",Musculoskeletal system finding
Abscess - gluteal,"Inflammatory disorder finding, Musculoskeletal system finding, Limb finding"
Abscess - spinal (vertebral column),"Inflammatory disorder finding, Musculoskeletal system finding, Spine (vertebral column) finding"
Adhesions - intrasynovial,"Soft tissue finding, Musculoskeletal system finding"
"Angular limb deformity - valgus, carpal","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - valgus, carpal (knee)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - varus, carpal","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - varus, carpal (knee)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - valgum, genu","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - varum, genu","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - varus, pes","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - valgus, metacarpophalangeal (MCP, fore fetlock)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - valgus, metatarsophalangeal (MTP, hind fetlock)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - varus, metacarpophalangeal (MCP, fore fetlock)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - varus, metatarsophalangeal (MTP, hind fetlock)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - valgus, tarsal (hock)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Angular limb deformity - varus, tarsal (hock)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Bursitis, aseptic (site unspecified)","Musculoskeletal system finding, Inflammatory disorder finding"
"Bursitis, aseptic - atlantal (Poll evil)","Musculoskeletal system finding, Inflammatory disorder finding, Spine (vertebral column) finding, Head and neck finding"
"Bursitis, aseptic - bicipital (intertubercular)","Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
"Bursitis, aseptic - calcaneal (Capped hock)","Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
"Bursitis, aseptic - carpal","Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
"Bursitis, aseptic - cunean","Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
"Bursitis, aseptic - navicular","Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
"Bursitis, aseptic - olecranon (Capped elbow)","Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
"Bursitis, aseptic - supraspinous (Fistulous withers)","Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
"Bursitis, aseptic - trochanteric","Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Ataxia (type unspecified),"Nervous system finding, Musculoskeletal system finding"
Ataxia - cerebellar,"Nervous system finding, Musculoskeletal system finding, Head and neck finding"
Ataxia - spinal,"Nervous system finding, Musculoskeletal system finding"
Ataxia - vestibular,"Nervous system finding, Musculoskeletal system finding, Head and neck finding"
Carpal bone collapse,"Musculoskeletal system finding, Limb finding"
Cervical static stenosis (CSS),"Nervous system finding, Musculoskeletal system finding, Spine (vertebral column) finding. Head and neck finding"
Vertebral malformation - cervical,"Musculoskeletal system finding, Congenital finding, Spine (vertebral column) finding, Head and neck finding"
Cervical vertebral malformation (CVM),"Musculoskeletal system finding, Congenital finding, Spine (vertebral column) finding, Head and neck finding"
Chronic proliferative (villonodular) synovitis - metatarsophalangeal (hind fetlock) joint,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Chronic proliferative (villonodular) synovitis - metacarpophalangeal (fore fetlock) joint,"Musculoskeletal system finding, Inflammatory disorder finding, Limb finding"
Conchal necrosis,"Respiratory system finding, Musculoskeletal system finding, Head and neck finding"
Contracted foal syndrome,"Congenital finding, Musculoskeletal system finding"
Contracted tendons,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
"Bursitis, septic (infective)(site unspecified)","Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding"
Tendinitis - deep digital flexor tendon (DDFT),"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
"Osteitis, infectious (septic) - distal phalanx (P3, pedal bone)","Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding, Limb finding"
"Osteitis, infectious (septic)","Musculoskeletal system finding, Inflammatory disorder finding, Infectious disorder finding"
Tendinitis - superfical digital flexor tendon (SDFT),"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Desmitis - annular ligament,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
"Desmitis - collateral ligament of distal interphalangeal (DIP, coffin) joint","Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
"Desmitis - collateral ligament of metacarpophalangeal (MCP, fore fetlock) joint","Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Desmitis - suspensory ligament,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
"Desmitis - suspensory ligament, body","Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
"Desmitis - suspensory ligament, branch","Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
"Desmitis - suspensory ligament, proximal","Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
"Fracture of forelimb - metacarpal II (MC2, medial splint)","Musculoskeletal system finding, Limb finding"
"Fracture of forelimb - metacarpal II (MC2, medial splint), distal","Musculoskeletal system finding, Limb finding"
"Fracture of forelimb - metacarpal II (MC2, medial splint), proximal","Musculoskeletal system finding, Limb finding"
"Fracture of forelimb - metacarpal III (MC3, cannon)","Musculoskeletal system finding, Limb finding"
"Fracture of forelimb - metacarpal III (MC3, cannon), lateral condylar","Musculoskeletal system finding, Limb finding"
"Fracture of forelimb - metacarpal III (MC3, cannon), medial condylar","Musculoskeletal system finding, Limb finding"
"Fracture of forelimb - metacarpal IV (MC4, lateral splint)","Musculoskeletal system finding, Limb finding"
"Fracture of forelimb - metacarpal IV (MC4, lateral splint), distal","Musculoskeletal system finding, Limb finding"
"Fracture of forelimb - metacarpal IV (MC4, lateral splint), proximal","Musculoskeletal system finding, Limb finding"
Ligament rupture - suspensory,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
Osteomyelitis - calcaneus,"Haematopoietic system finding, Inflammatory disorder finding, Musculoskeletal system finding, Limb finding"
Palmar/Plantar annular ligament (PAL) syndrome,"Musculoskeletal system finding, Connective tissue finding, Limb finding"
"Arthritis, septic (infective)(site unspecified)","Musculoskeletal system finding, Infectious disorder finding"
"Tenosynovitis, septic (infective) - digital flexor tendon sheath","Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Infectious disorder finding, Limb finding"
"Tenosynovitis, septic (infective) - tarsal sheath","Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Infectious disorder finding, Limb finding"
Tenosynovitis - digital flexor tendon sheath,"Musculoskeletal system finding, Connective tissue finding, Inflammatory disorder finding, Limb finding"
Upward fixation of the patella (locking stifle) - continuous,"Musculoskeletal system finding, Limb finding"
Upward fixation of the patella (locking stifle) - intermittent,"Musculoskeletal system finding, Limb finding"
Upward fixation of the patella (locking stifle)(type unspecified),"Musculoskeletal system finding, Limb finding"
"Arthritis, septic - coxofemoral (hip) joint",Musculoskeletal system finding
"Arthritis, septic - carpus",Musculoskeletal system finding
"Arthritis, septic - carpus, antebrachiocarpal (radiocarpal) joint",Musculoskeletal system finding
"Arthritis, septic - carpus, carpometacarpal joint",Musculoskeletal system finding
"Arthritis, septic - carpus, middle carpal joint",Musculoskeletal system finding
"Arthritis, septic - cubital (elbow) joint",Musculoskeletal system finding
"Arthritis, septic - distal interphalangeal (DIP, coffin) joint",Musculoskeletal system finding
"Arthritis, septic - metacarpophalangeal (MCP, front fetlock) joint",Musculoskeletal system finding
"Arthritis, septic - metatarsophalangeal (MTP, hind fetlock) joint",Musculoskeletal system finding
"Arthritis, septic - proximal interphalangeal (PIP, pastern) joint",Musculoskeletal system finding
"Arthritis, septic - scapulohumeral (shoulder) joint",Musculoskeletal system finding
"Arthritis, septic - stifle",Musculoskeletal system finding
"Arthritis, septic - stifle, femoropatellar joint",Musculoskeletal system finding
"Arthritis, septic - stifle, lateral femorotibial joint",Musculoskeletal system finding
"Arthritis, septic - stifle, medial femorotibial joint",Musculoskeletal system finding
"Arthritis, septic - tarsus (hock)",Musculoskeletal system finding
"Arthritis, septic - tarsus (hock), distal intertarsal (centrodistal) joint",Musculoskeletal system finding
"Arthritis, septic - tarsus (hock), distal tarsal joint(s)",Musculoskeletal system finding
"Arthritis, septic - tarsus (hock), distal tarsal joint(s) (Bone spavin)",Musculoskeletal system finding
"Arthritis, septic - tarsus (hock), proximal intertarsal joint",Musculoskeletal system finding
"Arthritis, septic - tarsus (hock), talocalcaneal joint",Musculoskeletal system finding
"Arthritis, septic - tarsus (hock), tarsocrural joint",Musculoskeletal system finding
"Arthritis, septic - tarsus (hock), tarsometatarsal (TMT) joint",Musculoskeletal system finding
"Arthritis, septic - temporomandibular joint (TMJ)",Musculoskeletal system finding
Aseptic bursitis - (site unspecified),Musculoskeletal system finding
Aseptic bursitis - atlantal,Musculoskeletal system finding
Aseptic bursitis - bicipital (intertubercular),Musculoskeletal system finding
Aseptic bursitis - calcaneal,Musculoskeletal system finding
Aseptic bursitis - carpal,Musculoskeletal system finding
Aseptic bursitis - cunean,Musculoskeletal system finding
Aseptic bursitis - navicular,Musculoskeletal system finding
Aseptic bursitis - olecranon,Musculoskeletal system finding
Aseptic bursitis - supraspinous,Musculoskeletal system finding
Aseptic bursitis - trochanteric,Musculoskeletal system finding
"Aseptic osteitis - distal phalanx (P3, pedal bone)",Musculoskeletal system finding
Bone oedema/necrosis: carpus,Musculoskeletal system finding
Bone oedema/necrosis: tarsus,"Musculoskeletal system finding, Limb finding"
Cardiomyopathy - Dilated cardiomyopathy,"Cardiovascular system finding, Musculoskeletal system finding, Thoracic finding"
Osteochondritis dissecans (OCD) - femur,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - humerus,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - humerus, distal","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - metacarpal III (MC3, front cannon)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - metacarpal III (MC3, front cannon), sagittal ridge","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - metatarsal III (MT3, hind cannon)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - metatarsal III (MT3, hind cannon), sagittal ridge","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - middle phalanx (P2, short pastern)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - middle phalanx (P2, short pastern), proximal","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - proximal phalanx (P1, long pastern)","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - proximal phalanx (P1, long pastern), distal","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - radial carpal bone,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
Osteochondritis dissecans (OCD) - radius,"Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - radius, distal","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
"Osteochondritis dissecans (OCD) - radius, proximal","Musculoskeletal system finding, Developmental disorder finding, Limb finding"
